N,P,K,temperature,humidity,soil,season,label
17,64,16,30.97758716,32.24914235,Black,Monsoon,pigeonpeas
14,74,19,18.39759147,36.82639309,Clay,Winter,pigeonpeas
39,60,15,35.09357419,30.98685456,Sandy,Winter,pigeonpeas
6,66,15,34.93174223,30.40046769,Loamy,Monsoon,pigeonpeas
8,59,18,29.50523036,35.72032498,Loamy,Monsoon,pigeonpeas
2,67,18,34.51934775,47.52980027,Sandy,Winter,pigeonpeas
1,76,17,28.43430726,52.10010827,Loamy,Monsoon,pigeonpeas
16,73,19,18.41645629,34.80541039,Sandy,Monsoon,pigeonpeas
23,75,25,31.07508973,47.19847683,Black,Winter,pigeonpeas
32,70,20,20.89342749,46.24856523,Loamy,Monsoon,pigeonpeas
28,59,22,30.90607799,52.79913039,Black,Monsoon,pigeonpeas
5,62,23,27.9348279,66.45457122,Sandy,Monsoon,pigeonpeas
36,67,25,35.95176642,36.52780776,Loamy,Monsoon,pigeonpeas
1,66,23,19.54317155,56.92831399,Sandy,Monsoon,pigeonpeas
24,73,20,19.63736208,32.31528909,Sandy,Monsoon,pigeonpeas
17,67,18,31.2192752,56.46868874,Sandy,Winter,pigeonpeas
5,55,18,33.50876355,45.70976142,Black,Winter,pigeonpeas
5,56,24,24.80710166,45.01110015,Sandy,Monsoon,pigeonpeas
37,77,17,36.20970524,31.94550613,Sandy,Monsoon,pigeonpeas
13,73,20,30.50420876,35.48885969,Sandy,Monsoon,pigeonpeas
6,63,23,26.01630259,49.94704718,Sandy,Monsoon,pigeonpeas
16,77,22,31.48469278,35.6395615,Clay,Winter,pigeonpeas
25,64,20,33.15122581,32.45974539,Sandy,Winter,pigeonpeas
34,75,24,23.50222822,51.29019509,Sandy,Monsoon,pigeonpeas
20,77,23,34.87248659,38.83786012,Sandy,Monsoon,pigeonpeas
35,80,25,28.09269012,44.93322042,Sandy,Monsoon,pigeonpeas
14,75,24,24.54757829,57.3414485,Loamy,Winter,pigeonpeas
36,80,21,33.64769646,48.41490082,Black,Winter,pigeonpeas
7,77,18,20.5591255,60.54880693,Clay,Monsoon,pigeonpeas
29,78,25,19.95991719,59.33157782,Sandy,Monsoon,pigeonpeas
30,60,21,28.87667593,62.4901206,Sandy,Monsoon,pigeonpeas
20,74,16,36.04353699,43.61444121,Sandy,Monsoon,pigeonpeas
19,57,23,23.6734328,47.2879691,Black,Monsoon,pigeonpeas
3,60,19,25.74679443,40.7192594,Sandy,Winter,pigeonpeas
5,77,19,31.08564994,66.68832981,Loamy,Monsoon,pigeonpeas
5,68,20,18.72987676,61.33186249,Sandy,Monsoon,pigeonpeas
37,73,21,29.50304807,63.46513414,Sandy,Monsoon,pigeonpeas
9,59,24,20.43517772,39.37252634,Sandy,Monsoon,pigeonpeas
20,72,15,36.00415838,56.01334416,Black,Monsoon,pigeonpeas
31,56,23,31.46846241,35.39454002,Sandy,Monsoon,pigeonpeas
0,70,21,36.30049702,56.03021253,Sandy,Winter,pigeonpeas
21,74,15,29.49096726,67.10604388,Loamy,Monsoon,pigeonpeas
13,67,18,30.5753044,34.75591197,Sandy,Monsoon,pigeonpeas
27,74,20,24.69487673,59.96669215,Sandy,Winter,pigeonpeas
29,72,24,23.17409556,36.67847052,Clay,Monsoon,pigeonpeas
5,68,20,19.04380471,33.10695144,Loamy,Monsoon,pigeonpeas
39,57,19,29.32379604,45.93248374,Loamy,Monsoon,pigeonpeas
22,62,16,34.6455408,54.32342534,Sandy,Monsoon,pigeonpeas
18,55,23,21.9989826,56.31006755,Clay,Monsoon,pigeonpeas
39,77,21,22.99774444,60.24218572,Sandy,Monsoon,pigeonpeas
13,75,20,30.55992394,35.29006485,Clay,Monsoon,pigeonpeas
27,71,24,31.46417866,48.17631461,Black,Monsoon,pigeonpeas
26,64,22,25.95058595,40.58227261,Sandy,Winter,pigeonpeas
23,55,16,21.01142393,69.69141302,Sandy,Monsoon,pigeonpeas
4,69,19,19.25100056,47.70351758,Sandy,Monsoon,pigeonpeas
20,67,19,19.24462755,50.54495302,Sandy,Monsoon,pigeonpeas
7,74,17,22.47253208,62.56532471,Sandy,Winter,pigeonpeas
17,64,18,36.75087487,58.25799145,Loamy,Winter,pigeonpeas
35,71,17,29.89286629,66.35375127,Clay,Monsoon,pigeonpeas
11,72,22,29.37735586,44.82294584,Clay,Monsoon,pigeonpeas
20,60,22,29.65052947,42.89833235,Clay,Monsoon,pigeonpeas
10,71,18,19.54284889,66.34777265,Loamy,Monsoon,pigeonpeas
33,61,24,20.04611791,48.93905624,Sandy,Winter,pigeonpeas
3,49,18,27.91095209,64.70930606,Clay,Summer,mothbeans
22,59,23,27.32220619,51.27868781,Clay,Summer,mothbeans
36,58,25,28.66024187,59.3189118,Black,Summer,mothbeans
4,43,18,29.02955344,61.09387478,Clay,Summer,mothbeans
29,54,16,27.78031515,54.65030015,Black,Summer,mothbeans
32,43,22,31.99928579,54.1077461,Sandy,Summer,mothbeans
14,55,15,27.33580911,55.27755933,Black,Summer,mothbeans
5,35,20,28.92952635,53.57014709,Clay,Summer,mothbeans
25,57,24,27.65472156,58.59986279,Clay,Summer,mothbeans
11,53,24,28.52396666,55.77264351,Black,Summer,mothbeans
40,49,17,31.02215872,45.89239456,Clay,Summer,mothbeans
38,56,25,25.74095321,45.38497051,Black,Summer,mothbeans
27,43,23,31.70447482,56.85420099,Sandy,Summer,mothbeans
24,38,22,24.47876451,58.51663927,Black,Summer,mothbeans
23,45,21,31.46511256,51.79939437,Clay,Summer,mothbeans
29,57,20,25.60973447,50.7330069,Sandy,Summer,mothbeans
31,35,23,30.30260453,47.18283631,Black,Summer,mothbeans
0,55,25,28.17489437,43.6672299,Sandy,Summer,mothbeans
7,45,22,25.50634557,44.8302551,Clay,Summer,mothbeans
17,58,25,31.12896766,43.58788762,Loamy,Summer,mothbeans
11,44,17,26.34043268,55.59160391,Black,Summer,mothbeans
22,49,22,28.23494706,61.5620517,Clay,Summer,mothbeans
9,51,19,27.04453473,49.32609633,Sandy,Summer,mothbeans
28,48,15,25.16125354,55.25435777,Clay,Summer,mothbeans
26,50,19,27.3179125,51.66921088,Loamy,Summer,mothbeans
36,56,20,25.4123765,49.66474269,Black,Summer,mothbeans
8,60,18,31.21629982,46.01868196,Clay,Summer,mothbeans
24,37,21,30.573999,58.22686794,Sandy,Summer,mothbeans
22,43,24,25.42517036,53.22082660000001,Sandy,Summer,mothbeans
36,43,24,27.09400578,43.65305437,Clay,Summer,mothbeans
22,44,24,24.30935081,56.32938343,Loamy,Summer,mothbeans
17,43,22,30.06142622,45.90067655,Sandy,Summer,mothbeans
8,45,15,28.09568993,60.98353839999999,Sandy,Summer,mothbeans
7,56,23,26.33908791,40.00933429,Sandy,Summer,mothbeans
36,57,16,28.61409059,57.14218792,Black,Summer,mothbeans
11,45,19,28.70012137,44.359648,Clay,Summer,mothbeans
6,36,22,24.21610338,59.79236306,Clay,Summer,mothbeans
17,57,20,28.50677929,45.20094476,Clay,Summer,mothbeans
4,47,20,25.97948991,64.95585424,Clay,Summer,mothbeans
9,49,16,30.88482722,41.36561835,Black,Summer,mothbeans
25,51,24,25.5042419,61.66852372,Clay,Summer,mothbeans
36,44,21,25.12528913,51.33189406,Sandy,Summer,mothbeans
21,38,20,27.10508014,63.56791363,Sandy,Summer,mothbeans
37,57,20,31.1006247,44.82069159,Black,Summer,mothbeans
32,48,18,26.45707778,56.40226277,Sandy,Summer,mothbeans
29,44,20,30.04132304,63.56222995,Clay,Summer,mothbeans
25,51,18,27.77799528,54.82130787,Clay,Summer,mothbeans
10,44,24,30.99256944,43.02151392,Black,Summer,mothbeans
23,35,18,26.4908332,47.36534833,Sandy,Summer,mothbeans
9,60,23,31.96987867,57.17377029,Loamy,Summer,mothbeans
3,58,21,25.36140526,46.82652785,Clay,Summer,mothbeans
22,42,22,25.54249137,56.96640758,Black,Summer,mothbeans
12,39,21,28.99319096,62.85948245,Black,Summer,mothbeans
39,36,22,29.34317422,60.50320928,Clay,Summer,mothbeans
32,41,16,28.63618921,61.39451307,Black,Summer,mothbeans
30,41,15,24.83206631,44.17085032,Sandy,Summer,mothbeans
19,36,22,25.44689075,58.55363573,Loamy,Summer,mothbeans
4,46,15,31.01274943,62.40392519,Clay,Summer,mothbeans
21,39,20,27.06179658,52.3003173,Black,Summer,mothbeans
35,57,25,27.0956288,42.26206161,Black,Summer,mothbeans
22,55,24,28.56800579,57.30636014,Clay,Summer,mothbeans
35,51,17,28.79929247,49.84213387,Clay,Summer,mothbeans
17,56,17,27.94293692,45.41393636,Sandy,Summer,mothbeans
28,57,17,30.47757686,61.58245338,Clay,Summer,mothbeans
22,36,16,30.58139475,50.77148138,Black,Summer,mothbeans
11,41,19,26.85911286,41.81420849,Sandy,Summer,mothbeans
38,38,18,26.31051759,61.18749126,Loamy,Summer,mothbeans
23,37,24,28.77833449,44.2252605,Black,Summer,mothbeans
25,35,20,28.90245417,43.35365671,Clay,Summer,mothbeans
40,45,20,29.37687468,57.69622912,Clay,Summer,mothbeans
23,58,19,24.17093241,58.25204566,Sandy,Summer,mothbeans
2,56,23,26.65333029,59.79023382,Black,Summer,mothbeans
3,56,17,28.19912143,53.50567601,Clay,Summer,mothbeans
26,51,25,28.76488954,52.62741529,Black,Summer,mothbeans
39,42,20,29.3499706,61.25353851,Black,Summer,mothbeans
27,59,20,28.00937423,52.60950014,Clay,Summer,mothbeans
24,45,19,26.85851927,48.8246387,Sandy,Summer,mothbeans
7,40,17,31.2123945,40.92604945,Clay,Summer,mothbeans
15,45,23,24.20422636,61.43378674,Black,Summer,mothbeans
26,52,23,29.98835437,49.60384796,Sandy,Summer,mothbeans
20,45,16,29.93964907,54.61813464,Sandy,Summer,mothbeans
34,54,24,31.2119298,41.55934359,Sandy,Summer,mothbeans
19,51,25,26.80474415,48.23991436,Clay,Summer,mothbeans
29,41,21,31.49398069,62.84916863,Clay,Summer,mothbeans
20,50,22,30.99694676,46.42693735,Clay,Summer,mothbeans
11,40,23,29.61253065,63.04749127,Sandy,Summer,mothbeans
15,54,15,29.97604322,57.03184356,Black,Summer,mothbeans
35,55,22,30.88883074,52.62696801,Clay,Summer,mothbeans
9,59,25,30.39321309,60.16299493,Black,Summer,mothbeans
40,45,18,30.43683729,55.20522037,Sandy,Summer,mothbeans
35,38,19,25.32688786,63.18180319,Clay,Summer,mothbeans
14,58,17,30.53684308,59.96664731,Sandy,Summer,mothbeans
40,55,18,30.38257873,40.5926071,Black,Summer,mothbeans
18,36,23,24.01825377,53.76623369,Black,Summer,mothbeans
35,52,15,28.69841277,61.14754363,Clay,Summer,mothbeans
4,59,22,29.33743412,49.00323081,Clay,Summer,mothbeans
22,51,16,27.96583691,61.34900107,Clay,Summer,mothbeans
33,47,17,24.86803974,48.27531965,Clay,Summer,mothbeans
2,51,17,25.87682261,45.96341933,Sandy,Summer,mothbeans
16,51,21,31.01963639,49.97675220000001,Clay,Summer,mothbeans
19,55,20,27.43329405,87.80507732,Black,Summer,mungbean
8,54,20,28.3340432,80.77275974,Black,Summer,mungbean
36,55,20,27.01470397,84.34262707,Clay,Summer,mungbean
10,56,16,28.17432665,81.04554836,Clay,Summer,mungbean
22,56,17,29.87888063,87.32761241,Clay,Summer,mungbean
9,57,24,29.89232778,89.71503316,Black,Summer,mungbean
34,59,23,28.56212158,83.24855855,Clay,Summer,mungbean
31,51,25,27.53592929,85.57019009999998,Black,Summer,mungbean
0,49,18,29.68361658,87.93598094,Clay,Summer,mungbean
21,39,20,28.14448546,82.1193047,Black,Summer,mungbean
28,35,22,29.53037621,86.73346018,Black,Summer,mungbean
17,52,17,27.88352946,86.45147631,Loamy,Summer,mungbean
24,42,23,28.22471276,82.35916228,Loamy,Summer,mungbean
28,46,16,29.008124,84.96089355,Clay,Summer,mungbean
21,38,21,29.75538903,86.45193297,Clay,Summer,mungbean
34,60,25,29.78416743,85.16906976,Clay,Summer,mungbean
19,53,22,27.8640132,80.4513142,Clay,Summer,mungbean
31,58,15,27.11026483,84.96771717,Black,Summer,mungbean
19,35,24,27.11030369,83.64274107,Clay,Summer,mungbean
24,53,17,28.95451232,89.07866095,Loamy,Summer,mungbean
13,47,20,29.21780035,87.93724219,Clay,Summer,mungbean
31,53,16,28.7420098,85.81675947,Loamy,Summer,mungbean
28,45,23,29.65021184,80.29868321,Loamy,Summer,mungbean
31,37,21,27.23924995,86.404241,Clay,Summer,mungbean
33,60,15,28.95172351,81.67085323,Clay,Summer,mungbean
34,45,21,28.18837136,82.60629652,Loamy,Summer,mungbean
13,57,25,28.30041493,86.20681554,Clay,Summer,mungbean
33,57,17,27.89636126,88.71782287,Clay,Summer,mungbean
32,57,22,28.6899851,87.50436797,Clay,Summer,mungbean
23,59,25,27.826262300000003,88.73100226,Loamy,Summer,mungbean
35,41,18,28.70562673,81.59200689,Clay,Summer,mungbean
6,48,24,28.6362812,84.61431076,Clay,Summer,mungbean
29,36,25,28.28511547,88.4393979,Black,Summer,mungbean
4,36,22,27.60887393,86.13316408,Black,Summer,mungbean
10,59,22,28.60901145,86.99495766,Black,Summer,mungbean
14,48,21,29.24598976,84.80084105,Clay,Summer,mungbean
8,50,21,28.62911222,89.11480590000002,Loamy,Summer,mungbean
20,40,15,29.57329479,88.07505524,Black,Summer,mungbean
36,43,22,27.82684262,87.16679147,Loamy,Summer,mungbean
14,57,15,29.8757015,83.14796296,Clay,Summer,mungbean
11,60,23,27.33684386,88.50229102,Black,Summer,mungbean
10,59,15,29.83040388,89.30428305,Loamy,Summer,mungbean
7,60,25,28.2753171,82.76020821,Loamy,Summer,mungbean
2,47,15,29.86860065,85.99127934,Loamy,Summer,mungbean
20,45,22,29.5888162,89.9939693,Clay,Summer,mungbean
2,39,15,28.07219563,82.9116472,Loamy,Summer,mungbean
27,40,24,27.84026517,89.99615558,Black,Summer,mungbean
35,48,15,27.10818093,87.45126690000002,Clay,Summer,mungbean
4,59,25,27.68515114,81.94268594,Loamy,Summer,mungbean
1,48,24,29.34594634,85.60472562,Loamy,Summer,mungbean
36,43,21,28.36319404,84.8593608,Black,Summer,mungbean
11,46,24,27.65280218,89.80650642,Loamy,Summer,mungbean
34,47,19,27.31372793,85.44815232,Clay,Summer,mungbean
21,44,18,27.06909959,86.89934108,Black,Summer,mungbean
17,58,20,28.06642822,85.91625451,Loamy,Summer,mungbean
25,40,21,27.73329078,81.13903037,Loamy,Summer,mungbean
2,38,18,27.53632932,89.92908171,Clay,Summer,mungbean
9,48,20,29.66461594,84.28187572,Loamy,Summer,mungbean
37,49,25,29.914544300000006,85.85384444,Loamy,Summer,mungbean
36,38,15,28.36363858,87.59810657,Loamy,Summer,mungbean
40,58,15,29.46416042,87.60890009,Clay,Summer,mungbean
30,44,16,29.73013036,82.89166381,Loamy,Summer,mungbean
1,59,23,27.46852989,87.17649,Black,Summer,mungbean
9,48,22,27.77076285,87.09979549,Loamy,Summer,mungbean
14,41,17,29.12939524,88.48312598,Black,Summer,mungbean
35,52,19,27.10606808,89.89593328,Clay,Summer,mungbean
31,48,17,28.88078945,86.94206817,Clay,Summer,mungbean
4,41,20,28.14720892,83.8001509,Clay,Summer,mungbean
30,37,25,29.89129144,80.14487166,Black,Summer,mungbean
9,35,20,27.41503453,80.98004661,Clay,Summer,mungbean
20,41,20,29.27308605,89.4875022,Black,Summer,mungbean
37,50,23,29.65296893,88.48587386,Clay,Summer,mungbean
34,35,21,28.44524991,82.67639542,Clay,Summer,mungbean
14,37,15,27.96235681,83.97586797,Clay,Summer,mungbean
23,39,22,29.25649321,81.97952224,Clay,Summer,mungbean
5,45,21,28.36291385,88.00989267,Loamy,Summer,mungbean
22,37,20,27.62749466,86.49366929,Clay,Summer,mungbean
40,51,17,28.66086349,86.12194568,Clay,Summer,mungbean
27,56,20,29.2114218,87.11497805,Loamy,Summer,mungbean
31,40,22,29.40889385,86.16063492,Loamy,Summer,mungbean
38,36,21,28.02952623,84.8845732,Clay,Summer,mungbean
6,37,17,28.08657178,80.35005927,Clay,Summer,mungbean
6,47,18,29.16174608,80.28038146,Clay,Summer,mungbean
24,44,17,29.8596912,80.03499648,Clay,Summer,mungbean
25,59,19,29.06631494,83.6869203,Clay,Summer,mungbean
32,56,21,27.38538997,88.66663953,Clay,Summer,mungbean
8,45,18,27.93034941,85.42058715,Black,Summer,mungbean
19,39,17,29.2808618,81.8009244,Clay,Summer,mungbean
39,37,15,28.9973145,83.78911515,Clay,Summer,mungbean
33,37,19,27.92678579,86.5543196,Black,Summer,mungbean
26,54,17,28.5474135,88.9570454,Loamy,Summer,mungbean
21,51,15,29.36488409,89.1886954,Clay,Summer,mungbean
22,54,20,28.56149805,83.63802195,Clay,Summer,mungbean
29,45,16,28.43683487,87.91332682,Clay,Summer,mungbean
4,40,21,28.79728147,80.45744422,Clay,Summer,mungbean
10,37,22,28.7275267,89.12760359,Black,Summer,mungbean
4,44,19,27.95639663,83.52706038,Clay,Summer,mungbean
20,45,17,28.17458662,83.69659318,Clay,Summer,mungbean
23,45,23,28.77653519,86.69133979,Clay,Summer,mungbean
25,48,21,28.438097,83.48991368,Loamy,Summer,mungbean
56,79,15,29.48439992,63.19915325,Black,Summer,blackgram
25,62,21,26.73433965,68.13999721,Black,Summer,blackgram
42,61,22,26.27274407,62.28814857,Black,Summer,blackgram
42,73,25,34.03679184,67.21113844,Clay,Summer,blackgram
44,58,18,28.03644051,65.06601664,Clay,Summer,blackgram
50,55,16,28.81460716,65.33538112,Black,Summer,blackgram
35,72,21,34.03619494,64.28791388,Black,Summer,blackgram
30,64,20,33.8642935,61.57072498,Clay,Summer,blackgram
27,64,21,32.84213012,68.68401492,Black,Summer,blackgram
50,74,17,27.10053268,63.36085585,Clay,Summer,blackgram
39,73,24,25.65842532,61.18235808,Black,Summer,blackgram
57,67,25,32.34744009,66.61452812,Black,Summer,blackgram
52,63,19,29.58949031,68.32176769,Clay,Summer,blackgram
55,66,22,30.91219459,68.79427388,Black,Summer,blackgram
51,56,18,28.12787838,64.2097765,Clay,Summer,blackgram
36,66,15,30.08545364,69.34811988,Clay,Summer,blackgram
59,55,19,31.74379487,62.51007687,Black,Summer,blackgram
50,58,23,27.81326852,62.50460464,Black,Summer,blackgram
30,65,25,32.88733849,64.59457409,Black,Summer,blackgram
20,62,18,29.36358721,64.98742947,Black,Summer,blackgram
58,71,15,27.82592799,67.58618829999999,Clay,Summer,blackgram
25,71,24,28.49538735,60.44848407,Black,Summer,blackgram
52,71,16,27.74274761,68.53997144,Black,Summer,blackgram
40,63,18,30.41588462,67.66323804,Clay,Summer,blackgram
20,60,25,27.3254209,69.09047809,Clay,Summer,blackgram
48,61,21,30.28496619,61.69295127,Clay,Summer,blackgram
49,68,22,28.56840626,61.53278622,Black,Summer,blackgram
48,62,15,25.36586097,66.6379724,Black,Summer,blackgram
32,66,17,34.9466155,65.26774011,Black,Summer,blackgram
21,63,22,25.09737391,67.72837887,Clay,Summer,blackgram
20,72,19,32.47648301,64.34848735,Black,Summer,blackgram
25,65,21,33.86351172,68.59232289,Clay,Summer,blackgram
41,78,21,25.19857725,60.37332688,Clay,Summer,blackgram
53,67,17,31.77681682,69.01852894,Black,Summer,blackgram
39,60,21,34.89814946,63.59948557,Clay,Summer,blackgram
25,76,17,31.74105409,68.63525428,Black,Summer,blackgram
21,78,19,27.16159076,66.76017239,Clay,Summer,blackgram
57,60,17,26.23773129,67.88521396,Black,Summer,blackgram
56,75,15,30.20157245,60.06534859,Black,Summer,blackgram
49,72,15,31.55846339,67.83563765,Black,Summer,blackgram
24,80,19,29.67892453,69.0854554,Clay,Summer,blackgram
49,76,18,27.05365239,67.7017527,Black,Summer,blackgram
28,68,19,34.63880966,61.38597868,Black,Summer,blackgram
55,78,21,33.39438752,62.93692886,Clay,Summer,blackgram
50,64,25,28.84079155,63.37230676,Clay,Summer,blackgram
34,80,19,31.49338309,63.0563645,Clay,Summer,blackgram
20,68,23,25.54960633,63.95425534,Black,Summer,blackgram
55,67,16,34.37329112,69.69366426,Clay,Summer,blackgram
23,70,15,34.600824700000004,63.11296779,Black,Summer,blackgram
53,74,15,29.43463808,64.94329356,Black,Summer,blackgram
26,67,16,29.10713092,67.90577375,Black,Summer,blackgram
33,80,22,28.57006111,65.71765781,Clay,Summer,blackgram
37,79,19,27.54384835,69.3478631,Black,Summer,blackgram
33,75,21,33.04687968,68.93875631,Clay,Summer,blackgram
22,55,20,33.95309131,69.96100028,Black,Summer,blackgram
20,68,17,30.11873003,60.11680815,Clay,Summer,blackgram
43,68,20,29.57812712,66.17587668,Black,Summer,blackgram
44,76,22,27.26458947,68.01232937,Black,Summer,blackgram
34,60,16,31.35730791,64.24992106,Black,Summer,blackgram
21,72,17,31.52104732,66.55723677,Black,Summer,blackgram
25,68,19,29.39982732,64.25510719,Black,Summer,blackgram
41,62,15,29.38400259,64.14928485,Black,Summer,blackgram
28,65,23,28.38686534,61.88871127,Black,Summer,blackgram
35,64,15,28.47442276,63.53604453,Clay,Summer,blackgram
52,58,16,30.64095781,61.14508627,Black,Summer,blackgram
58,75,25,25.25596239,61.36669662,Black,Summer,blackgram
34,66,19,32.97030511,60.18122078,Black,Summer,blackgram
52,70,16,33.66855394,66.60416867,Black,Summer,blackgram
23,57,19,32.83963757,67.99803573,Black,Summer,blackgram
42,58,25,27.45853567,62.90020977,Clay,Summer,blackgram
37,62,17,25.68576704,69.84354028,Black,Summer,blackgram
44,75,22,30.0328403,64.14800537,Black,Summer,blackgram
21,80,20,28.20667264,68.27085245,Black,Summer,blackgram
56,76,16,28.27265858,61.18956161,Black,Summer,blackgram
29,76,15,28.541723600000005,64.2020154,Black,Summer,blackgram
43,61,20,26.87187036,61.61367264,Clay,Summer,blackgram
55,60,15,32.79766751,68.77994074,Black,Summer,blackgram
44,63,15,26.42333018,64.51136845,Black,Summer,blackgram
29,67,21,29.79181107,63.38789228,Clay,Summer,blackgram
47,63,16,27.44003279,67.10464369,Clay,Summer,blackgram
40,68,17,34.1262979,65.14877461,Black,Summer,blackgram
58,61,15,30.94908189,64.23364112,Black,Summer,blackgram
41,74,18,28.75751783,61.02701476,Clay,Summer,blackgram
58,79,17,27.24766491,66.10123083,Black,Summer,blackgram
27,62,24,28.63005477,66.770943,Black,Summer,blackgram
27,60,17,26.41768321,63.64698302,Black,Summer,blackgram
52,65,20,32.81705216,66.15665137,Clay,Summer,blackgram
44,55,25,29.6321052,65.91359954,Black,Summer,blackgram
21,62,24,33.49077065,62.73317204,Clay,Summer,blackgram
60,59,22,31.86847286,66.74217464,Black,Summer,blackgram
33,77,21,30.32992227,65.62971858,Black,Summer,blackgram
59,58,17,28.546224,66.31394098,Black,Summer,blackgram
29,63,17,30.02629908,67.88811637,Black,Summer,blackgram
59,63,18,31.65531175,60.13263713,Clay,Summer,blackgram
29,70,15,30.33499674,63.54718862,Clay,Summer,blackgram
58,73,16,33.36984395,65.67718163,Clay,Summer,blackgram
55,77,22,31.4345059,62.99303471,Black,Summer,blackgram
42,79,23,27.71678273,63.29103387,Clay,Summer,blackgram
44,77,21,32.63918668,61.3009051,Black,Summer,blackgram
38,62,25,32.7477393,67.77954584,Black,Summer,blackgram
32,76,15,28.05153602,63.49802189,Black,Summer,lentil
13,61,22,19.44084326,63.27771461,Black,Summer,lentil
38,60,20,29.84823072,60.63872613,Black,Summer,lentil
11,74,17,21.36383757,69.92375891,Clay,Summer,lentil
37,71,16,26.28663931,68.51966729,Black,Summer,lentil
29,71,18,22.17499963,62.13873825,Loamy,Summer,lentil
2,72,18,26.57597546,60.97876599,Black,Summer,lentil
6,59,21,26.58972517,66.14007674,Loamy,Summer,lentil
13,64,20,19.1345771,62.57526895,Clay,Summer,lentil
8,58,17,28.75273118,69.15640149,Black,Summer,lentil
6,77,20,25.78746268,60.2816298,Loamy,Summer,lentil
2,75,22,23.89271875,61.78779413,Clay,Summer,lentil
3,69,23,28.67408774,63.18832976,Black,Summer,lentil
27,80,24,28.42062847,61.77336343,Black,Summer,lentil
39,78,15,21.35499456,62.60136323,Sandy,Summer,lentil
40,79,17,21.12695586,63.18738532,Loamy,Summer,lentil
37,62,22,24.02037872,61.62313345,Black,Summer,lentil
31,60,24,25.40474421,65.8567539,Black,Summer,lentil
22,67,22,29.03017561,64.49166566,Black,Summer,lentil
3,78,18,20.21368219,68.65257685,Clay,Summer,lentil
4,80,16,29.19585548,68.01965728,Black,Summer,lentil
13,61,24,18.29783597,69.6897615,Black,Summer,lentil
12,66,20,27.41434987,63.41785982,Black,Summer,lentil
4,61,21,24.84063998,60.09116626,Clay,Summer,lentil
9,60,21,29.94413861,67.31323084,Black,Summer,lentil
18,66,22,25.87990287,67.55109024,Loamy,Summer,lentil
32,56,18,20.0467711,65.84395319,Black,Summer,lentil
6,72,15,22.99451999,66.70897237,Black,Summer,lentil
15,77,20,25.13163619,66.92642362,Black,Summer,lentil
0,65,24,28.49584395,62.44616219,Black,Summer,lentil
30,79,22,18.28766124,69.48515056,Loamy,Summer,lentil
3,63,16,24.38041875,61.18458224,Clay,Summer,lentil
2,78,23,21.31852148,66.43934593,Black,Summer,lentil
10,78,18,18.54141834,62.70637578,Loamy,Summer,lentil
14,67,25,25.28710601,60.85993533,Black,Summer,lentil
39,65,23,25.43459777,69.12613376,Black,Summer,lentil
19,72,15,28.83600962,69.76112921,Clay,Summer,lentil
18,57,21,27.37659643,63.93927841,Loamy,Summer,lentil
31,58,15,28.31886863,60.19461399,Loamy,Summer,lentil
28,58,25,27.4818649,62.04814951,Clay,Summer,lentil
5,65,19,18.28072173,68.10365387,Clay,Summer,lentil
16,65,19,27.61204997,69.29786244,Black,Summer,lentil
34,65,19,23.43974653,63.22011726,Sandy,Summer,lentil
14,69,19,20.95628486,63.68128841,Black,Summer,lentil
22,55,16,23.7937153,68.03209183,Clay,Summer,lentil
24,61,17,22.6371424,65.44544859,Loamy,Summer,lentil
2,79,15,21.53577883,65.47227704,Black,Summer,lentil
26,63,17,29.87854588,65.73085206,Clay,Summer,lentil
27,61,15,25.2653291,67.10004577,Clay,Summer,lentil
24,70,16,25.17885316,68.93307305,Clay,Summer,lentil
13,74,25,24.12192608,61.09533545,Loamy,Summer,lentil
6,64,23,23.33565221,67.40460704,Black,Summer,lentil
12,58,23,21.74600081,63.39503184,Clay,Summer,lentil
32,79,22,27.60195453,63.46170674,Sandy,Summer,lentil
6,68,18,24.388717,62.50453062,Clay,Summer,lentil
10,79,20,24.98287462,66.895409,Loamy,Summer,lentil
38,77,22,28.234829,69.3159965,Loamy,Summer,lentil
17,74,17,26.03026959,69.55863145,Black,Summer,lentil
26,68,24,28.04849594,64.07691942,Black,Summer,lentil
23,75,17,24.87425505,64.00213929,Black,Summer,lentil
32,78,22,23.97081395,62.35557553,Black,Summer,lentil
19,79,19,20.06003985,67.76252583,Clay,Summer,lentil
22,60,18,19.59221047,61.28633405,Clay,Summer,lentil
28,69,16,29.77013109,66.29327012,Clay,Summer,lentil
1,67,21,27.52135365,60.53657684,Clay,Summer,lentil
12,67,23,25.62896213,63.14909763,Clay,Summer,lentil
36,67,20,20.39078312,60.47528931,Clay,Summer,lentil
28,70,21,25.39038396,60.4989659,Black,Summer,lentil
12,71,19,24.91079638,60.71367427,Black,Summer,lentil
22,68,16,27.70496805,63.20915034,Black,Summer,lentil
26,66,22,18.06486101,65.1034354,Loamy,Summer,lentil
16,65,16,18.13027797,62.45851612,Loamy,Summer,lentil
14,59,22,23.82723528,67.89815262,Clay,Summer,lentil
33,59,19,23.19305333,62.74710773,Black,Summer,lentil
21,63,17,25.08966129,68.17543102,Clay,Summer,lentil
0,69,21,25.86928193,61.88321072,Black,Summer,lentil
10,75,17,18.43966037,68.05394959,Black,Summer,lentil
30,61,18,27.14911056,67.02664337,Loamy,Summer,lentil
